ID,deaths_r,deaths_nr,deaths,pestfield,dis_pestf,dis_sewers,dis_bspump,death_dum,COORD_X,COORD_Y
389,0,0,0,0,94.35,9.4,258.21,0,529150.1686,181102.2093
390,0,0,0,0,89.4,17.26,252.58,0,529157.282,181105.8549
391,0,0,0,0,82.78,9.29,244.61,0,529167.1648,181109.9008
392,0,0,0,0,118.29,18.38,282.75,0,529123.7833,181099.394
393,0,0,0,0,123.21,24.34,287.47,0,529120.8297,181106.2485
394,0,0,0,0,131.74,34.93,295.47,0,529115.6276,181116.5107
395,0,0,0,0,136.02,50.87,299.4,0,529113.2302,181121.7294
396,0,0,0,0,143.64,41.06,306.49,0,529108.4038,181129.3613
397,0,0,0,0,109.26,22.05,271.75,0,529141.2232,181117.986
398,0,0,0,0,116.1,29.83,277.78,0,529137.5369,181125.3169
399,0,0,0,0,122.83,37.44,283.69,0,529133.9617,181132.3206
400,0,0,0,0,127.59,42.67,287.89,0,529131.3712,181137.0394
401,0,0,0,0,149.96,33.89,312.28,0,529104.6356,181135.8652
402,0,0,0,0,157.31,24.32,318.72,0,529101.3147,181145.0202
403,0,0,0,0,165.09,18.32,326.09,0,529095.8101,181150.985
404,0,0,0,0,152.18,18.03,309.64,0,529118.2127,181160.6286
405,0,0,0,0,170.22,29.3,332.72,0,529085.4148,181142.8014
406,0,0,0,0,175,17.11,337.98,0,529078.8893,181140.3258
407,0,0,0,0,178.68,12.53,342.01,0,529073.7998,181138.0517
408,0,0,0,0,182.95,8.58,346.54,0,529068.3892,181136.2644
409,0,0,0,0,193.28,15.37,354.91,0,529068.0129,181159.1884
410,0,0,0,0,190.93,20.32,352.01,0,529072.3654,181162.1037
411,0,0,0,0,185.92,19.78,346.37,0,529079.2204,181163.7628
412,0,0,0,0,177.96,8.65,337.29,0,529090.178,181166.021
413,0,0,0,0,165.51,8.29,321.21,0,529112.0052,181174
414,0,0,0,0,159.13,11.49,315.82,0,529114.5473,181167.135
415,0,0,0,0,174.59,11.63,329.19,0,529107.6639,181182.7991
416,0,0,0,0,184.69,12.22,343.37,0,529086.5127,181172.5274
417,0,0,0,0,190.27,17.1,348.27,0,529083.9915,181178.568
418,0,0,0,0,196.89,23.8,354.17,0,529080.7335,181185.2498
419,0,0,0,0,202.19,29.34,358.97,0,529077.9289,181190.2933
420,0,0,0,0,208.52,38.46,364.74,0,529074.4861,181196.1454
421,0,0,0,0,181.7,16.73,335.84,0,529103.1965,181188.4603
422,0,0,0,0,187.27,23.09,340.48,0,529101.3913,181194.684
423,0,0,0,0,194.25,29.17,347.1,0,529096.8294,181200.0128
424,0,0,0,0,200.65,37.03,352.86,0,529093.5923,181205.8702
425,0,0,0,0,208.21,33.3,359.55,0,529090.2146,181213.2089
426,0,0,0,0,215.59,30.69,371.03,0,529071.2156,181203.3219
427,0,0,0,0,220.62,24.84,375.38,0,529069.3243,181208.8835
428,0,0,0,0,229.16,17.47,383.45,0,529063.9017,181215.6753
429,0,0,0,0,214.72,29.16,365.01,0,529088.2815,181220.4193
430,0,0,0,0,244.98,27.2,401.35,0,529043.3182,181215.4826
431,0,0,0,0,244.83,22,400.31,0,529046.7155,181219.5286
432,0,0,0,0,244.11,16.98,398.74,0,529050.4381,181222.9229
433,0,0,0,0,240.38,14.56,394.7,0,529054.5783,181222.0381
434,0,0,0,0,237.42,12.7,391.37,0,529058.2902,181221.8024
435,0,0,0,0,236.66,9.73,389.97,0,529061.1204,181223.8542
436,0,0,0,0,233.2,9.5,385.97,0,529065.754,181223.8069
437,0,0,0,0,221.48,21.2,371.54,0,529083.728,181225.4183
438,0,0,0,0,218.54,25.1,367.66,0,529088.855,181226.2085
439,0,0,0,0,215.68,20.53,363.82,0,529093.982,181226.9987
440,0,0,0,0,212.07,15.46,358.93,0,529100.4464,181227.8229
441,0,0,0,0,205.42,10.92,349.06,0,529114.2802,181230.3192
442,0,0,0,0,202.17,13.2,343.98,0,529121.4564,181231.4915
443,0,0,0,0,199.27,10.84,339.8,0,529126.8059,181231.6274
444,0,0,0,0,197.33,9.69,335.97,0,529132.9407,181233.2682
445,0,0,0,0,189.71,8.72,330.14,0,529133.673,181224.7074
446,0,0,0,0,184.04,13.13,325.84,0,529134.2479,181218.2874
447,0,0,0,0,179.15,17.05,321.76,0,529135.711,181213.3749
448,0,0,0,0,174.4,21.53,317.88,0,529136.9683,181208.4571
449,0,0,0,0,168.28,28.05,313.13,0,529138.066,181201.7205
450,0,0,0,0,164.11,24.67,309.72,0,529139.3065,181197.4623
451,0,0,0,0,189.25,7.04,324.15,0,529147.3768,181232.3152
452,0,0,0,0,188.12,14.79,320.16,0,529154.7252,181234.8118
453,0,0,0,0,185.65,22.9,314.22,0,529164.0533,181236.3688
454,0,0,0,0,186.19,21.01,312.58,0,529168.5212,181238.7922
455,0,0,0,0,186.25,19.8,310.79,0,529172.4956,181240.3781
456,0,0,0,0,184.33,17.4,306.96,0,529177.6478,181240.1791
457,0,0,0,0,184.21,18.15,304.27,0,529183.0624,181241.8017
458,0,0,0,0,183.25,18.91,301.45,0,529187.379,181242.0764
459,0,0,0,0,184.19,11.75,299.04,0,529193.6944,181244.7118
460,0,0,0,0,182.64,10.99,295.57,0,529198.2377,181244.1673
461,0,0,0,0,184.79,8.59,294.98,0,529202.5859,181247.2477
462,0,0,0,0,181.43,10.47,317.27,0,529150.2401,181224.9634
463,0,0,0,0,176.26,14.37,313.2,0,529151.0986,181219.5406
464,0,0,0,0,171.46,18.7,309.61,0,529151.5413,181214.2721
465,0,0,0,0,166.34,23.77,305.36,0,529153.0086,181209.1948
466,0,0,0,0,161.39,26.06,301.67,0,529153.5584,181203.7641
467,0,0,0,0,152.97,16.67,295.51,0,529154.4145,181194.3814
468,0,0,0,0,157.61,18.29,304.34,0,529141.4288,181190.9166
469,0,0,0,0,151.88,12.9,299.41,0,529143.8303,181185.533
470,0,0,0,0,145.77,7.93,294.16,0,529146.446,181179.8248
471,0,0,0,0,121.09,27.51,261.37,0,529181.2054,181173.1188
472,0,0,0,0,121.55,40.38,258.61,0,529186.8869,181176.398
473,0,0,0,0,122.35,38.26,257.18,0,529190.4289,181178.7979
474,0,0,0,0,120.86,20.1,252.39,0,529197.1978,181179.7949
475,0,0,0,0,147.28,13.76,265.69,0,529205.3976,181209.5366
476,0,0,0,0,152.43,9.36,270.76,0,529202.9099,181214.258
477,0,0,0,0,171.1,13.37,301.06,0,529169.7465,181222.9843
478,0,0,0,0,179.56,13.99,289.8,0,529204.872,181242.3561
479,0,0,0,0,175.41,18.24,285.77,0,529206.5158,181238.4382
480,0,0,0,0,168.18,25.62,278.83,0,529209.2637,181231.5785
481,0,0,0,0,164.53,20.06,275.14,0,529210.9978,181228.1578
482,1,0,1,0,143.83,15.79,271.84,1,529189.8504,181201.5518
483,0,0,0,0,159.52,20.71,270.18,0,529213.1769,181223.4285
484,0,0,0,0,150.96,13.64,262.81,0,529215.0367,181215.0613
485,0,0,0,0,146.78,9.79,258.42,0,529217.2977,181211.159
486,0,0,0,0,146.55,15.02,261.63,0,529211.5618,181210.0233
487,0,0,0,0,127.93,14.57,240.51,0,529224.45,181193.0271
488,0,0,0,0,130.66,11.57,239.82,0,529228.4896,181196.0996
489,0,0,0,0,125.34,16.96,235.21,0,529229.7554,181190.8521
490,0,0,0,0,155.03,25.45,267.76,0,529227.7604,181232.8738
491,0,0,0,0,150.66,21.53,263.62,0,529229.3054,181228.7883
492,0,0,0,0,147.49,18.85,260.58,0,529230.5126,181225.8492
493,0,0,0,0,143.17,15.71,256.33,0,529232.4649,181221.9391
494,0,0,0,0,173.01,14.05,269.78,0,529260.4755,181257.9593
495,0,0,0,0,173.31,17.74,273.04,0,529253.2827,181257.4464
496,0,0,0,0,171.86,22.03,273.49,0,529249.1151,181255.3605
497,0,0,0,0,172.54,25.47,275.92,0,529244.4857,181255.2427
498,0,0,0,0,171.86,30.76,277.41,0,529239.1781,181253.4579
499,0,0,0,0,172.48,44.88,280.98,0,529231.0804,181252.097
500,0,0,0,0,171.1,41.37,282.11,0,529224.7818,181248.802
501,0,0,0,0,180.81,22.8,282.68,0,529219.9192,181245.7086
502,0,0,0,0,75.71,20.83,199.34,0,529245.0891,181154.6144
503,0,0,0,0,68.02,14.21,192.4,0,529248.2528,181147.6003
504,0,0,0,0,79.59,20.68,196.93,0,529240.5916,181145.2606
505,0,0,0,0,76.11,25,198.68,0,529235.8402,181141.8399
506,0,0,0,0,40.24,11.99,160.89,0,529270.9461,181125.5739
507,0,0,0,0,40.87,11.13,166.56,0,529262.7452,181124.2104
508,0,0,0,0,40.09,17.8,170.11,0,529255.2413,181119.7298
509,0,0,0,0,52.32,24.6,175.28,0,529247.3826,181117.055
510,0,0,0,0,47.87,33.76,178.67,0,529241.298,181113.4355
511,0,0,0,0,44.27,24.96,182.08,0,529235.5178,181109.9887
512,0,0,0,0,73.55,26.96,202.39,0,529229.2244,181138.8669
513,0,0,0,0,70,12.8,211.31,0,529214.2691,181131.887
514,0,0,0,0,41.68,18.67,186.02,0,529229.4248,181106.699
515,0,0,0,0,69.24,9.29,214.53,0,529208.8879,181128.9454
516,0,0,0,0,40.28,12.98,190.21,0,529223.3275,181103.5741
517,0,0,0,0,69.95,10.26,219.01,0,529202.4653,181126.4722
518,0,0,0,0,72.48,16.77,225.44,0,529193.9851,181123.9468
519,0,0,0,0,40.41,8.6,195.08,0,529216.7117,181100.6011
520,0,0,0,0,41.09,7.96,197.53,0,529213.5518,181099.3658
521,1,0,1,0,36.94,12.9,195.55,1,529213.6818,181094.2544
522,0,0,0,0,32.75,12.79,194.47,0,529212.2202,181086.9577
523,0,0,0,0,31.14,16.48,194.45,0,529210.6957,181082.1343
524,0,0,0,0,29.57,19.76,193.57,0,529210.578,181078.6665
525,0,0,0,0,27.65,18.43,192.16,0,529210.4203,181072.7228
526,0,0,0,0,28.19,13.77,192.39,0,529209.0932,181068.2344
527,0,0,0,0,27.47,8.91,190.54,0,529209.8446,181062.9738
528,0,0,0,0,26.03,7.33,187.88,0,529211.8873,181059.561
529,0,0,0,0,48.91,7.15,213.18,0,529188.7087,181072.3359
530,0,0,0,0,50.55,10.17,215.01,0,529187.5961,181075.6074
531,0,0,0,0,52.29,17.3,216.72,0,529187.4368,181081.8729
532,0,0,0,0,60.76,7.68,224.19,0,529183.0282,181093.3101
533,2,0,2,0,17.33,20.91,181.82,1,529220.6556,181071.0032
534,0,0,0,0,13.36,13.36,177.06,0,529226.2552,181073.4555
535,0,0,0,0,19.69,15.16,183.74,0,529217.4851,181066.1379
536,0,0,0,0,7.56,7.56,167.63,0,529232.5744,181059.757
537,0,0,0,0,12.71,12.71,171.42,0,529228.119,181056.8389
538,0,0,0,0,18.08,12.72,174.77,0,529224.0919,181053.2717
539,1,0,1,0,22.19,8.62,178.55,1,529220.0145,181051.6831
540,1,0,1,0,51.14,11.36,213.16,1,529186.3398,181060.2314
541,0,0,0,0,93.11,14.08,252.39,0,529145.4228,181049.952
542,0,0,0,0,87.7,18.9,247.59,0,529150.5081,181052.3911
543,0,0,0,0,85.1,26.36,246.83,0,529152.2659,181060.1903
544,0,0,0,0,79.1,29.03,240.62,0,529158.3693,181059.0255
545,0,0,0,0,73.89,40.81,235.78,0,529163.4797,181060.4753
546,0,0,0,0,69.91,37.11,232.41,0,529167.322,181063.2128
547,0,0,0,0,63.49,30.49,227.07,0,529173.768,181068.8213
548,0,0,0,0,60.64,22.43,220.49,0,529177.874,181053.0866
549,0,0,0,0,64.63,26.44,223.89,0,529174.2164,181051.1788
550,0,0,0,0,71.02,33.39,229.45,0,529168.3165,181048.389
551,0,0,0,0,76,29.4,233.65,0,529163.8526,181045.8007
552,0,0,0,0,83.28,24.37,239.82,0,529157.3606,181042.0059
553,0,0,0,0,87.71,21.75,243.49,0,529153.514,181039.4333
554,0,0,0,0,88.51,9.73,239.06,0,529157.5319,181027.1612
555,0,0,0,0,81.8,15.95,233,0,529163.6377,181029.9562
556,1,0,1,0,76.66,21.12,229.19,1,529167.5578,181033.6856
557,0,0,0,0,70.89,26.56,224.48,0,529172.4164,181036.9439
558,0,0,0,0,66.93,30.14,221.02,0,529175.9752,181038.6843
559,0,0,0,0,62.72,30.93,217.65,0,529179.5174,181041.0842
560,0,0,0,0,57.95,26.31,214.1,0,529183.3471,181044.3163
561,0,0,0,0,53.63,23.49,210.17,0,529187.4288,181045.74
562,2,0,2,0,51.29,13.32,199.55,1,529197.2081,181033.6144
563,2,0,2,0,57.52,19.34,205.81,1,529190.8756,181031.6385
564,0,0,0,0,62.06,27.14,209.48,0,529187.132,181029.0685
565,0,0,0,0,65.97,24.66,211.94,0,529184.6396,181025.8704
566,0,0,0,0,69.01,24.18,214.58,0,529182.0024,181024.3184
567,0,0,0,0,73.71,23.97,218.55,0,529178.053,181021.7432
568,0,0,0,0,78.91,18.7,223.38,0,529173.2721,181019.4768
569,0,0,0,0,84.47,13.13,227.43,0,529169.3604,181015.4176
570,0,0,0,0,47.96,13.31,208.49,0,529190.3259,181055.5051
571,0,0,0,0,46.11,9.22,204.2,0,529193.8911,181049.88
572,0,0,0,0,43.81,5.63,195.45,0,529201.7044,181040.0399
573,0,0,0,0,44.86,9.21,191.63,0,529205.1721,181034.3194
574,0,0,0,0,45.13,12.67,188.29,0,529208.3771,181031.0126
575,1,0,1,0,47.86,12.8,186.37,1,529210.2104,181026.2187
576,0,0,0,0,49.69,8.75,180.44,0,529216.1893,181020.7235
577,0,0,0,0,56.65,7.67,191.01,0,529205.6703,181018.6812
578,0,0,0,0,64.48,13.28,198.14,0,529198.7424,181013.9873
579,0,0,0,0,68.18,10.02,192.47,0,529205.0969,181005.5974
580,0,0,0,0,62.95,4.64,187.52,0,529209.7395,181009.1037
581,0,0,0,0,54.76,9.3,176.35,0,529220.5994,181013.5749
582,0,0,0,0,57.8,11.57,174.93,0,529222.3035,181009.9072
583,1,0,1,0,62.21,16.68,172.33,1,529225.4571,181004.6629
584,0,0,0,0,26.22,10.35,178.05,0,529219.7712,181046.1464
585,2,0,2,0,28.38,14.77,175.48,1,529221.8941,181041.844
586,0,0,0,0,30.09,18.9,172.7,0,529224.3948,181038.5192
587,0,0,0,0,32.47,23.03,170.17,0,529226.6984,181035.0281
588,0,0,0,0,36.5,25.49,165.78,0,529230.8581,181029.8094
589,0,0,0,0,40.06,32.21,162.79,0,529233.7777,181025.8499
590,2,0,2,0,43.87,27.65,159.9,1,529236.6973,181021.8904
591,0,0,0,0,22.79,22.79,165.59,0,529232.0188,181043.5536
592,0,0,0,0,19.17,19.17,160.74,0,529237.2773,181046.5916
593,0,0,0,0,65.04,13.77,167.91,0,529230.3807,181001.077
594,0,0,0,0,69.26,9.73,165.91,0,529233.1113,180996.6287
595,0,0,0,0,73.39,6.09,162.74,0,529237.1459,180992.3749
596,0,0,0,0,52.84,16.04,154.97,0,529242.0539,181013.1524
597,0,0,0,0,57.15,11.53,152.02,0,529245.376,181009.2031
598,0,0,0,0,62.26,6.83,150.18,0,529247.813,181004.4246
599,0,0,0,0,67.1,5.35,147.44,0,529251.2439,181000.1555
600,0,0,0,0,77.18,13.17,169.5,0,529230.9941,180988.8301
601,0,0,0,0,80.99,16.27,173.62,0,529227.5588,180985.3544
602,0,0,0,0,84.34,12.13,178.03,0,529223.7047,180982.5135
603,1,0,1,0,91.92,14.11,164.69,1,529240.0321,180973.8931
604,2,0,2,0,95.51,18.89,168.81,1,529236.9027,180970.2638
605,0,0,0,0,98.61,11.51,175.49,0,529230.8352,180967.3666
606,8,0,8,0,102.21,9.58,180.59,1,529226.5834,180964.1153
607,0,0,0,0,106.94,11.47,185.85,0,529222.5442,180959.8339
608,2,0,2,0,110.88,14.55,191.78,1,529217.4101,180956.6643
609,0,0,0,0,113.01,10.79,195.8,0,529213.6538,180955.2392
610,2,0,2,0,87.75,8.77,182.47,1,529219.8146,180979.7561
611,0,0,0,0,93.39,6.99,188.92,0,529214.3482,180975.213
612,0,0,0,0,97.04,9.65,193.47,0,529210.3811,180972.4972
613,0,0,0,0,99.88,15.39,197.41,0,529206.8222,180970.6176
614,0,0,0,0,82.14,16.15,185.11,0,529215.5204,180986.5284
615,0,0,0,0,79.08,21.01,187.29,0,529212.4703,180990.6399
616,0,0,0,0,76.63,19.22,189.65,0,529209.4296,180994.3405
617,1,0,1,0,84.59,17.12,197.56,1,529202.4041,180988.6524
618,0,0,0,0,86.82,20.11,195.29,0,529205.4448,180984.9518
619,1,0,1,0,46.61,6.44,142.11,1,529258.4078,180991.808
620,0,0,0,0,40.97,8.27,139.22,0,529262.5483,180987.3483
621,0,0,0,0,37.13,11.39,138.43,0,529264.8318,180982.5266
622,0,0,0,0,32.58,16.62,136.68,0,529268.2891,180977.8921
623,0,0,0,0,28.6,21.95,135.18,0,529271.6444,180973.4124
624,0,0,0,0,25.61,26.78,134.08,0,529274.595,180969.3947
625,0,0,0,0,23.38,23.38,132.95,0,529277.2231,180966.4706
626,0,0,0,0,22.43,22.43,132.91,0,529280.0094,180961.1894
627,1,0,1,0,21.86,21.86,132.24,1,529282.4412,180958.2604
628,0,0,0,0,87.28,6.73,157.99,0,529245.4767,180978.886
629,0,0,0,0,52.72,7.7,156.61,0,529247.7001,180976.4239
630,0,0,0,0,49.71,11.48,155.37,0,529250.4584,180972.2439
631,0,0,0,0,46.34,16.09,153.63,0,529253.9038,180968.0813
632,1,0,1,0,44.46,24.1,153.79,1,529256.9424,180960.6027
633,0,0,0,0,41.56,28.09,151.54,0,529260.7444,180957.8659
634,0,0,0,0,41.43,22.25,151.94,0,529264.0695,180950.7094
635,0,0,0,0,39.97,20.87,150.01,0,529269.3057,180945.6479
636,0,0,0,0,40.78,21.32,149.19,0,529274.3737,180939.4803
637,0,0,0,0,44.32,16.55,149.92,0,529278.8807,180932.1964
638,0,0,0,0,45.96,11.52,149.21,0,529282.8049,180928.5183
639,0,0,0,0,48.75,7.54,149.38,0,529286.2504,180924.3557
640,0,0,0,0,50.84,5.79,149.24,0,529289.173,180921.4392
641,0,0,0,0,23.13,23.13,131.97,0,529286.3193,180952.5347
642,0,0,0,0,26.34,20.53,132.07,0,529290.2995,180946.6542
643,0,0,0,0,28.52,16.87,132.08,0,529292.6372,180943.5654
644,0,0,0,0,30.56,13.78,131.83,0,529295.061,180940.951
645,0,0,0,0,36.68,7.21,133.42,0,529298.6646,180934.4313
646,0,0,0,0,39.91,5.92,133.39,0,529301.7916,180931.2051
647,1,0,1,0,55.83,9.35,151.68,1,529291.1781,180915.9807
648,0,0,0,0,58.32,12.16,150.9,0,529295.5771,180912.9443
649,1,0,1,0,62.8,17.36,152.4,1,529298.6419,180908.2999
650,0,0,0,0,44.49,7.96,134.09,0,529305.241,180926.8853
651,0,0,0,0,49.79,12.03,135.95,0,529308.0194,180921.9187
652,1,0,1,0,55.11,13.56,136.27,1,529312.9452,180917.479
653,1,0,1,0,58.35,10.48,137.68,1,529314.4937,180914.5275
654,4,0,4,0,62.88,6.78,139.52,1,529316.9535,180910.4973
655,1,0,1,0,61.49,9.94,136.12,1,529319.6459,180912.7696
656,0,0,0,0,63.16,12,134.3,0,529323.4861,180912.3951
657,0,0,0,0,60.54,12.69,129.85,0,529325.7459,180916.2306
658,1,0,1,0,59.47,11.61,124.99,1,529329.6903,180919.4792
659,3,0,3,0,69.18,10.92,120.29,1,529335.6339,180921.362
660,2,0,2,0,64.62,11.1,113.83,1,529340.4257,180926.049
661,2,0,2,0,61.36,12.78,108.37,1,529344.9471,180929.7846
662,0,0,0,0,53.26,20.88,102.07,0,529343.6632,180937.7801
663,0,0,0,0,90.53,11.93,184.92,0,529277.7654,180883.3695
664,0,0,0,0,87.02,7.9,179.92,0,529282.6133,180885.854
665,0,0,0,0,81.42,8.05,171.79,0,529290.0635,180890.2938
666,0,0,0,0,78.68,11.01,168.03,0,529293.0464,180892.7309
667,0,0,0,0,75.8,12.08,163.47,0,529297.1051,180895.3528
668,0,0,0,0,72.18,15.47,158.31,0,529300.9434,180898.9135
669,0,0,0,0,68.86,4.86,152.12,0,529306.4504,180902.5168
670,1,0,1,0,92.11,8.52,171.24,1,529306.8464,180879.2295
671,0,0,0,0,100.67,5.48,187.36,0,529290.065,180870.9318
672,0,0,0,0,104.4,8.61,188.88,0,529293.3101,180866.9216
673,1,0,1,0,108.1,11.76,190.51,1,529296.355,180863.0637
674,0,0,0,0,112.34,16.41,192.28,0,529300.0989,180858.7513
675,0,0,0,0,118.6,14.37,195.95,0,529303.6946,180852.5462
676,0,0,0,0,121.47,10.99,197.17,0,529306.3188,180849.7795
677,0,0,0,0,126.22,6.4,199.19,0,529310.7539,180845.3273
678,0,0,0,0,96.45,10.75,173.88,0,529308.7213,180875.027
679,0,0,0,0,100.52,15.71,175.2,0,529312.5475,180871.3464
680,0,0,0,0,106.21,17.25,178.24,0,529316.021,180866.0827
681,1,0,1,0,114.63,8.68,182.62,1,529321.714,180858.5142
682,0,0,0,0,86.01,16.57,160.97,0,529314.9157,180886.361
683,0,0,0,0,85.61,16.99,158.47,0,529318.1309,180887.3873
684,0,0,0,0,82.42,14.01,153.96,0,529320.4888,180891.2253
685,1,0,1,0,81.71,14.54,150.47,1,529324.3711,180893.0556
686,0,0,0,0,80.4,17.07,146.11,0,529328.4258,180895.8348
687,0,0,0,0,78.44,10.09,138.86,0,529334.7841,180900.7191
688,0,0,0,0,85.67,5.19,133.01,0,529339.4898,180904.9316
689,0,0,0,0,112.38,6.14,150,0,529357.7009,180880.2088
690,0,0,0,0,114.67,11.43,154.24,0,529353.0653,180877.0999
691,0,0,0,0,118.18,16.7,159.24,0,529349.1409,180873.0646
692,0,0,0,0,110.34,25.67,165.15,0,529342.2676,180869.1118
693,0,0,0,0,112.43,18.64,171.92,0,529335.5126,180864.3748
694,0,0,0,0,115.16,13.09,178.65,0,529329.1501,180859.6479
695,0,0,0,0,135.26,10.62,205.53,0,529314.6099,180836.6102
696,0,0,0,0,141.19,7.46,209.4,0,529317.8952,180831.0269
697,0,0,0,0,146.68,9.41,212.42,0,529322.2441,180826.1003
698,0,0,0,0,153.83,16.01,217,0,529326.8295,180819.6055
699,0,0,0,0,159.92,22.32,220.82,0,529331.0923,180814.2045
700,0,0,0,0,167.06,31.38,225.6,0,529335.6737,180807.8671
701,0,0,0,0,174.58,23.03,230.83,0,529340.3612,180801.2175
702,0,0,0,0,180.58,16.71,234.74,0,529344.8124,180796.1361
703,0,0,0,0,185.55,12.43,238.32,0,529347.8693,180791.8063
704,0,0,0,0,193.45,8.24,244.02,0,529352.9535,180785.0095
705,0,0,0,0,200.94,10.74,249.41,0,529358.0257,180778.6846
706,0,0,0,0,215.41,25.77,264.39,0,529357.8211,180763.5675
707,0,0,0,0,228.74,30.02,275.6,0,529363.925,180751.4445
708,0,0,0,0,212.43,21.54,259.72,0,529361.5453,180767.7551
709,0,0,0,0,235.85,34.65,269.66,0,529368.5006,180756.9131
710,0,0,0,0,208.16,16.83,254.65,0,529362.9918,180772.6718
711,0,0,0,0,224.22,23.44,258.19,0,529367.6153,180768.5393
712,0,0,0,0,230.29,28.81,263.03,0,529372.6635,180763.1582
713,0,0,0,0,235.02,20.87,267.12,0,529375.426,180758.821
714,0,0,0,0,240.3,15.49,271.67,0,529378.6913,180754.0242
715,0,0,0,0,245.29,11.65,276.2,0,529380.8729,180749.3573
716,0,0,0,0,250.55,7.55,280.63,0,529384.7231,180744.7329
717,0,0,0,0,197.01,16.27,220.81,0,529400.5918,180804.3248
718,0,0,0,0,199.37,21.26,224.66,0,529396.3689,180800.4393
719,0,0,0,0,202.5,27.96,229.59,0,529390.992,180795.58
720,0,0,0,0,203.52,15.56,232.28,0,529385.5551,180793.0804
721,0,0,0,0,207.6,12.16,237.63,0,529381.5605,180787.9414
722,0,0,0,0,210.62,11.01,241.76,0,529377.8283,180784.0685
723,0,0,0,0,219.93,21.29,249.53,0,529384.1265,180775.8858
724,0,0,0,0,225.74,21.74,254.67,0,529387.1094,180770.6096
725,0,0,0,0,231.72,15.66,259.81,0,529390.8775,180765.3535
726,0,0,0,0,239.22,9,266.24,0,529395.8556,180758.8688
727,0,0,0,0,271.38,16.36,300.62,0,529390.0497,180724.562
728,0,0,0,0,266.56,8.86,294.61,0,529394.8096,180730.5075
729,0,0,0,0,278.94,13.42,307.56,0,529393.5674,180717.5679
730,0,0,0,0,279.16,8.1,306.46,0,529399.5313,180718.6642
731,0,0,0,0,252.43,6.87,298.8,0,529367.18,180727.7578
732,0,0,0,0,256.51,7.75,304,0,529364.4574,180722.8086
733,0,0,0,0,248.99,9.91,294.03,0,529370.4054,180732.2475
734,0,0,0,0,259.74,11.54,292.36,0,529374.2016,180733.6034
735,0,0,0,0,255.79,17.37,287.4,0,529378.5028,180738.2779
736,0,0,0,0,252.91,11.98,283.88,0,529381.0691,180741.649
737,0,0,0,0,261.59,7.69,286.76,0,529406.2946,180738.5132
738,0,0,0,0,258.24,12.69,282.27,0,529410.3994,180743.1828
739,0,0,0,0,256.16,17.18,279.23,0,529413.8532,180746.419
740,0,0,0,0,252.97,24,274.59,0,529418.8334,180751.4257
741,0,0,0,0,250.21,30.2,270.36,0,529423.7235,180756.1152
742,0,0,0,0,247.45,25.46,266.67,0,529426.47,180760.1205
743,0,0,0,0,243.64,19.24,261.67,0,529429.7695,180765.5567
744,0,0,0,0,242.57,15.32,259.21,0,529434.3069,180768.6631
745,0,0,0,0,337.29,8.84,349.71,0,529480.4273,180685.6209
746,0,0,0,0,353.06,9.13,355.43,0,529531.2355,180696.203
747,0,0,0,0,351.31,7.65,354.39,0,529527.4151,180695.7908
748,0,0,0,0,346.85,10.77,350.56,0,529522.6432,180698.0304
749,0,0,0,0,343.46,16.17,347.64,0,529519.1594,180699.8306
750,0,0,0,0,337.89,9.67,342.71,0,529513.9667,180703.1614
751,0,0,0,0,333.16,7.18,338.39,0,529510.1524,180706.3699
752,0,0,0,0,327.42,9.66,332.75,0,529507.2756,180711.3339
753,0,0,0,0,320.39,15.27,325.86,0,529503.6836,180717.3816
754,0,0,0,0,315.07,18.69,320.89,0,529500.0455,180721.3816
755,0,0,0,0,290.3,7.19,297.23,0,529485.3891,180741.4722
756,0,0,0,0,283.84,8.68,291.17,0,529481.3304,180746.5634
757,0,0,0,0,279.05,11.81,286.87,0,529477.6102,180749.9318
758,0,0,0,0,238.33,13.18,263.94,0,529401.1003,180761.2061
759,0,0,0,0,235.48,18.54,260,0,529404.7303,180765.2339
760,0,0,0,0,233.06,23.75,256.43,0,529408.4665,180768.9496
761,0,0,0,0,230.58,23.96,252.77,0,529412.1986,180772.8226
762,0,0,0,0,229.3,19.62,250.41,0,529415.6683,180775.4295
763,0,0,0,0,225.86,13.53,245.61,0,529419.4666,180780.5635
764,0,0,0,0,225.44,8.45,243.77,0,529424.0241,180782.8834
765,0,0,0,0,237.62,5.15,249.35,0,529448.9149,180781.3135
766,0,0,0,0,236.12,10.62,246.43,0,529452.8434,180785.1915
767,0,0,0,0,235.92,22.8,244.58,0,529457.7735,180788.3079
768,0,0,0,0,233.92,17.93,240.71,0,529462.5493,180793.6243
769,0,0,0,0,233.26,16.15,238.15,0,529467.7458,180797.8494
770,0,0,0,0,232.42,17.02,235.15,0,529473.413,180802.8737
771,0,0,0,0,214.64,5.45,221.82,0,529453.4704,180810.7087
772,0,0,0,0,214.91,10.2,223.56,0,529449.612,180807.9343
773,0,0,0,0,216.55,16.12,227.28,0,529444.4356,180802.9226
774,0,0,0,0,217.65,10.74,229.95,0,529440.3028,180799.3543
775,0,0,0,0,217.76,7.24,231.26,0,529436.8171,180797.3765
776,0,0,0,0,213.07,11.03,226.65,0,529435.0362,180801.7388
777,0,0,0,0,208.55,14.74,222.56,0,529432.3879,180805.4493
778,0,0,0,0,203.13,19.62,217.75,0,529428.9382,180809.769
