ID,deaths_r,deaths_nr,deaths,pestfield,dis_pestf,dis_sewers,dis_bspump,death_dum,COORD_X,COORD_Y,Longitude,Latitude
258,0,0,0,0,212.67,37.95,280.82,0,529308.0779,180758.5915,-0.13803956856134506,51.51096664665433
259,0,0,0,0,207.72,31.57,277.8,0,529303.3222,180763.4202,-0.138106290919368,51.51101112802204
260,0,0,0,0,201.8,25.49,272.84,0,529301.628,180769.3167,-0.13812853036318481,51.51106450541557
261,0,0,0,0,246.87,15.41,296.17,0,529358.909,180731.3417,-0.1373174878674602,51.51071013693753
262,0,0,0,0,241.82,20.4,292.6,0,529354.6845,180735.5239,-0.13737679580732354,51.510748687315754
263,0,0,0,0,238.06,25.49,289.5,0,529352.7444,180738.9394,-0.13740348508450068,51.51077982509655
264,0,0,0,0,236.25,26.86,288.69,0,529350.0358,180740.1903,-0.13744203567671837,51.510791686040285
265,0,0,0,0,230.23,32.73,283.72,0,529347.1152,180745.7257,-0.13748206914921243,51.5108420989432
266,0,0,0,0,226.28,36.75,281.35,0,529342.9159,180748.9186,-0.13754137705599995,51.51087175294167
267,0,0,0,0,217.99,39.02,274.7,0,529338.7062,180756.566,-0.1375992022574432,51.51094144051518
268,0,0,0,0,214.12,29.9,267.47,0,529347.2101,180762.227,-0.13747465432214154,51.51099036935374
269,0,0,0,0,218.49,32.56,270.84,0,529349.78,180758.3327,-0.13743906999686406,51.51095478471841
270,0,0,0,0,223.38,36.1,274.72,0,529352.4654,180753.9463,-0.137402002670684,51.51091475130471
271,0,0,0,0,211.98,39.59,271.44,0,529331.7857,180761.5045,-0.13769706135798881,51.51098740391663
272,0,0,0,0,203.27,38.37,264.76,0,529327.049,180769.6335,-0.1377623003173715,51.51106153991781
273,0,0,0,0,198.58,36.71,261.94,0,529322.6187,180773.8105,-0.13782457493260075,51.51110009040547
274,0,0,0,0,197.62,20.13,270.32,0,529297.7122,180773.5068,-0.13818339064595445,51.511103055812946
275,0,0,0,0,179.54,17.87,249.26,0,529308.8809,180791.7748,-0.13801584482945511,51.51126467126496
276,0,0,0,0,174.05,15.16,245.5,0,529305.4502,180797.1322,-0.13806329107871612,51.511313600973914
277,0,0,0,0,168.13,15.12,241.45,0,529301.904,180802.9816,-0.1381122206040936,51.511366978525146
278,0,0,0,0,168.13,15.12,241.45,0,529301.904,180802.9816,-0.1381122206040936,51.511366978525146
279,0,0,0,0,162.49,17.3,238.16,0,529297.2302,180808.6373,-0.13817746106884446,51.51141887312842
280,0,0,0,0,156.48,22.38,234.48,0,529292.8526,180814.7956,-0.13823825161958908,51.51147521669438
281,0,0,0,0,150.76,28.42,231.13,0,529288.4792,180820.789,-0.1382990422443196,51.51153007736347
282,0,0,0,0,144.39,35.8,227.27,0,529284.0848,180827.6067,-0.138359833472512,51.51159235053638
283,0,0,0,0,139.44,40.75,224.58,0,529280.0326,180833.1133,-0.13841617674285428,51.51164276299664
284,0,0,0,0,136.6,36.27,223.7,0,529276.0307,180836.6413,-0.13847252053691395,51.51167538285458
285,0,0,0,0,131.95,30.94,220.43,0,529274.2546,180841.7108,-0.13849624321422588,51.51172134690316
286,0,0,0,0,128.43,26.04,218.81,0,529270.7462,180846.0763,-0.13854517285603743,51.5117613802798
287,0,0,0,0,125.07,21.64,217.13,0,529267.7564,180850.29,-0.13858668917456138,51.511799930918556
288,0,0,0,0,199.58,21.1,276.23,0,529285.8069,180772.049,-0.13835538536678013,51.511092676667715
289,0,0,0,0,177.82,11.73,258.63,0,529279.4707,180794.4914,-0.13843841813825197,51.51129580813522
290,0,0,0,0,174.34,14.68,256.2,0,529277.5223,180798.2366,-0.1384651072135599,51.511329910493444
291,0,0,0,0,170.95,20.15,254.61,0,529273.405,180802.2567,-0.13852293240145244,51.51136697905786
292,0,0,0,0,164.44,35.49,250.29,0,529269.3067,180809.5769,-0.1385792751787599,51.51143370025268
293,0,0,0,0,158.15,42.93,246.7,0,529263.7596,180817.1904,-0.13865637655065963,51.51150338836373
294,0,0,0,0,152.79,49.23,243.9,0,529258.3322,180824.1469,-0.13873199486183418,51.511567144807
295,0,0,0,0,149.74,45.4,242.42,0,529254.9309,180828.3501,-0.1387794415211436,51.51160569506805
296,0,0,0,0,146.15,41.85,240.28,0,529252.1343,180833.0637,-0.1388179922957375,51.51164869392142
297,0,0,0,0,139.77,35.91,235.57,0,529250.0895,180840.6012,-0.13884468125331578,51.51171689848468
298,0,0,0,0,146.33,31.23,243.46,0,529242.4697,180836.6127,-0.13895588421346053,51.511682796416686
299,0,0,0,0,143.4,39.78,239.58,0,529247.0701,180837.8846,-0.13888916234933488,51.5116931752658
300,0,0,0,0,109.14,6.63,206.31,0,529261.7227,180868.9453,-0.1386667547006576,51.511968959560626
301,0,0,0,0,112.9,11.43,210.86,0,529257.5632,180866.5297,-0.138727545960148,51.51194820198699
302,0,0,0,0,117.2,16.96,216.04,0,529252.6877,180863.9308,-0.1387987163554851,51.51192596075943
303,0,0,0,0,122.59,22.94,222.0,0,529247.9444,180860.1804,-0.1388684044474619,51.5118933410919
304,0,0,0,0,128.23,30.05,228.63,0,529241.5383,180857.0477,-0.13896181433728183,51.51186665246213
305,0,0,0,0,133.33,25.66,234.25,0,529236.7824,180853.792,-0.1390315025194296,51.51183848129481
306,0,0,0,0,137.56,19.11,239.61,0,529230.223,180852.6352,-0.13912639648059955,51.51182958438308
307,0,0,0,0,114.96,15.49,205.57,0,529275.7774,180858.7435,-0.1384680717644314,51.5118740665209
308,0,0,0,0,106.91,12.09,195.29,0,529284.1531,180865.3911,-0.13834500708688596,51.51193189183951
309,0,0,0,0,106.82,9.03,205.56,0,529258.6426,180872.6617,-0.13870975399550062,51.512003061712136
310,0,0,0,0,104.52,13.63,205.02,0,529254.9327,180876.8571,-0.1387616484995274,51.512041612418706
311,0,0,0,0,102.71,18.53,204.78,0,529251.334,180880.7253,-0.13881206139387448,51.51207719724113
312,0,0,0,0,101.11,27.17,204.55,0,529248.0482,180884.4365,-0.13885802536980232,51.51211129962077
313,0,0,0,0,99.72,21.18,204.77,0,529243.6097,180888.9434,-0.13892029960658206,51.51215281612934
314,0,0,0,0,98.84,16.25,205.12,0,529239.8053,180892.8064,-0.13897367722330153,51.51218840116243
315,0,0,0,0,97.52,11.48,204.83,0,529236.7127,180897.0175,-0.13901667580590282,51.51222695178092
316,0,0,0,0,96.44,7.46,204.61,0,529233.8301,180901.0689,-0.1390567084399122,51.51226401921993
317,0,0,0,0,87.81,19.33,188.41,0,529264.2514,180890.9533,-0.13862227379114514,51.51216616081348
318,0,0,0,0,85.24,25.5,188.14,0,529259.5904,180896.1144,-0.1386875127830631,51.51221360739761
319,0,0,0,0,84.62,30.89,189.21,0,529255.0784,180899.4644,-0.1387512693359105,51.51224474408453
320,0,0,0,0,81.87,25.84,187.94,0,529252.2692,180904.6726,-0.13878982091555475,51.51229219064812
321,1,0,1,0,80.34,14.26,187.54,1,529249.4895,180908.7267,-0.1388283704197436,51.51232925890977
322,0,0,0,0,80.97,10.27,189.26,0,529244.8788,180911.9092,-0.1388936101002929,51.51235891280679
323,0,0,0,0,81.72,8.64,190.86,0,529240.4697,180915.2619,-0.13895588399545525,51.512390050132815
324,0,0,0,0,80.99,11.12,190.69,0,529238.0028,180919.1589,-0.13898998616170052,51.51242563504868
325,0,0,0,0,80.51,16.47,190.77,0,529234.2552,180924.8382,-0.13904188089536806,51.51247752961274
326,0,0,0,0,81.93,20.77,192.4,0,529230.1463,180928.5285,-0.1390997077878566,51.51251163217241
327,0,0,0,0,82.26,26.32,192.74,0,529227.037,180933.3991,-0.13914270577828974,51.51255611329071
328,0,0,0,0,83.33,30.29,193.67,0,529224.2782,180936.6288,-0.1391812566787373,51.51258576802957
329,0,0,0,0,126.57,18.52,195.52,0,529220.3752,180940.3243,-0.13923611642701708,51.51261987020604
330,0,0,0,0,122.19,14.86,196.2,0,529217.3687,180945.1976,-0.1392776330806147,51.51266435205117
331,0,0,0,0,119.45,10.67,197.87,0,529214.0914,180948.579,-0.13932359633382038,51.512695488498856
332,0,0,0,0,116.8,6.08,200.58,0,529209.6739,180952.2615,-0.1393858712000409,51.512729591335194
333,0,0,0,0,107.3,7.12,206.77,0,529198.5235,180965.6721,-0.13954155542761312,51.5128526558836
334,0,0,0,0,103.25,12.21,207.34,0,529196.4346,180970.8987,-0.13956972738760565,51.512900102995566
335,0,0,0,0,102.41,15.68,209.88,0,529193.1825,180973.2908,-0.1396156903395496,51.51292234303207
336,1,0,1,0,98.65,21.66,211.4,1,529190.258,180978.9911,-0.1396557238360677,51.512974238016206
337,0,0,0,0,97.98,21.31,214.39,0,529186.5817,180981.8675,-0.13970761920249936,51.513000927183
338,0,0,0,0,95.72,18.18,216.19,0,529183.8965,180986.254,-0.139744687298605,51.513040960744604
339,0,0,0,0,94.9,17.55,220.04,0,529179.2566,180990.5907,-0.13980992660860359,51.513080993265376
340,0,0,0,0,94.11,17.82,222.1,0,529176.7079,180993.6608,-0.13984551080452753,51.51310916552218
341,0,0,0,0,93.22,17.74,224.92,0,529173.3067,180997.864,-0.1398929585443822,51.5131477153257
342,0,0,0,0,92.48,14.57,226.51,0,529171.3794,181000.7849,-0.13991964761647946,51.51317440480657
343,0,0,0,0,92.05,10.01,229.29,0,529168.1883,181004.8285,-0.13996412789760626,51.513211472314914
344,0,0,0,0,91.35,6.76,231.92,0,529165.1861,181009.5369,-0.1400056442209522,51.51325447102123
345,0,0,0,0,89.77,8.35,233.51,0,529163.303,181014.7687,-0.14003085091363635,51.513301917752145
346,0,0,0,0,119.26,13.18,225.06,0,529180.9453,180960.6056,-0.139796582136976,51.512811140375675
347,0,0,0,0,115.65,15.99,224.86,0,529179.795,180965.361,-0.13981140855016932,51.51285413849592
348,0,0,0,0,113.14,21.33,226.73,0,529176.5828,180970.2291,-0.13985589049978056,51.512898620398644
349,0,0,0,0,111.87,26.19,229.06,0,529173.2971,180973.9403,-0.13990185463685217,51.512932722357874
350,0,0,0,0,110.03,31.56,231.13,0,529170.1962,180978.4812,-0.13994485351116084,51.51297423835643
351,0,0,0,0,109.6,24.36,236.08,0,529164.0825,180984.1005,-0.14003085005534135,51.51302613372809
352,0,0,0,0,107.55,16.8,239.22,0,529159.7871,180991.0858,-0.14009015839489486,51.51308988959238
353,0,0,0,0,107.69,13.43,242.29,0,529156.1928,180994.7893,-0.14014057038861907,51.51312399274473
354,0,0,0,0,106.91,8.6,244.63,0,529153.2935,180999.5003,-0.14018060381182293,51.5131669912551
355,0,0,0,0,106.2,5.09,247.43,0,529149.9575,181005.1901,-0.14022656872795716,51.5132188856692
356,0,0,0,0,111.1,7.92,251.42,0,529146.2306,181001.9606,-0.1402814282483613,51.51319071423047
357,0,0,0,0,116.01,9.43,255.44,0,529142.5036,180998.7311,-0.14033628914154522,51.51316254278808
358,0,0,0,0,121.64,11.9,267.68,0,529129.3629,181009.4515,-0.14052162769177476,51.51326188454142
359,0,0,0,0,113.98,5.92,260.21,0,529136.7116,181011.9481,-0.14041487257015028,51.51328264270116
360,1,0,1,0,96.65,7.83,249.73,1,529146.9293,181031.1815,-0.1402606700906135,51.51345315422902
361,0,0,0,0,96.23,10.78,247.39,0,529149.2029,181026.7846,-0.14022953320654852,51.51341312136322
362,0,0,0,0,95.97,3.3,243.86,0,529152.7697,181020.1106,-0.14018060417612743,51.513352329526505
363,0,0,0,0,98.9,4.73,253.67,0,529143.1208,181035.2095,-0.14031404892399418,51.51349022241257
364,0,0,0,0,113.28,9.67,261.27,0,529135.4794,181015.8765,-0.14043118195436882,51.51331822744486
365,0,0,0,0,115.68,13.72,265.38,0,529131.2762,181019.2345,-0.14049049074097394,51.51334936458679
366,0,0,0,0,116.54,12.34,269.21,0,529127.3798,181026.725,-0.14054386854482007,51.51341756920269
367,0,0,0,0,118.58,15.71,273.5,0,529123.2041,181033.0535,-0.1406016944349328,51.513475395016904
368,0,0,0,0,120.49,17.73,277.02,0,529119.8808,181038.2487,-0.14064765820950295,51.51352284154725
369,0,0,0,0,122.15,20.7,279.98,0,529117.1873,181042.965,-0.14068472641098262,51.51356584053124
370,0,0,0,0,126.07,24.79,285.05,0,529112.4363,181047.629,-0.14075144769071662,51.51360883925559
371,0,0,0,0,128.02,20.19,287.84,0,529109.9695,181051.5261,-0.1407855506790004,51.51364442454129
372,0,0,0,0,130.34,14.27,291.16,0,529107.1606,181056.7344,-0.14082410117701416,51.51369187128855
373,0,0,0,0,109.99,20.49,270.98,0,529127.5307,181057.2519,-0.1405305237124803,51.51369187097249
374,0,0,0,0,104.04,4.34,261.61,0,529135.6069,181043.268,-0.1404193210028927,51.513564357632305
375,0,0,0,0,106.26,8.31,264.68,0,529132.7538,181046.1653,-0.14045935341475288,51.51359104631633
376,0,0,0,0,108.43,14.17,268.12,0,529129.7433,181051.2035,-0.14050086939437323,51.51363701056306
377,0,0,0,0,122.09,14.81,284.71,0,529115.1144,181067.8257,-0.14070548498814758,51.51378972959165
378,0,0,0,0,115.73,21.13,278.49,0,529121.4846,181068.3176,-0.1406135555637206,51.513792695680884
379,0,0,0,0,107.35,21.64,270.82,0,529130.1078,181073.3214,-0.14048752516407814,51.5138356943494
380,0,0,0,0,98.41,15.56,262.33,0,529139.3901,181076.692,-0.1403525992969179,51.51386386528342
381,0,0,0,0,91.35,15.37,255.47,0,529146.6652,181078.0318,-0.14024732615048957,51.513874244263405
382,0,0,0,0,81.97,19.58,246.42,0,529156.8567,181082.0856,-0.14009905479165052,51.51390834697826
383,0,0,0,0,76.43,18.55,240.94,0,529163.4516,181085.883,-0.14000267873503644,51.513940966807105
384,0,0,0,0,71.37,12.34,235.72,0,529169.6559,181088.8455,-0.13991223398146518,51.51396617277855
385,0,0,0,0,64.68,8.73,228.72,0,529177.437,181090.5282,-0.1397995470724194,51.51397951731355
386,0,0,0,0,113.81,14.16,278.32,0,529126.5354,181092.3694,-0.14053200737678276,51.51400768881357
387,0,0,0,0,98.16,11.09,261.75,0,529147.7018,181106.1064,-0.1402221201785489,51.51412630559613
388,0,0,0,0,102.67,17.95,265.44,0,529146.3774,181113.6623,-0.14023842991417793,51.51419451068079
389,0,0,0,0,94.35,9.4,258.21,0,529150.1686,181102.2093,-0.14018801728338895,51.514090720150186
390,0,0,0,0,89.4,17.26,252.58,0,529157.282,181105.8549,-0.14008422850549498,51.51412185744369
391,0,0,0,0,82.78,9.29,244.61,0,529167.1648,181109.9008,-0.13994040532542812,51.51415595945811
392,0,0,0,0,118.29,18.38,282.75,0,529123.7833,181099.394,-0.14056907513311098,51.51407144522239
393,0,0,0,0,123.21,24.34,287.47,0,529120.8297,181106.2485,-0.14060910744694582,51.51413371899038
394,0,0,0,0,131.74,34.93,295.47,0,529115.6276,181116.5107,-0.14068027810546682,51.51422713012493
395,0,0,0,0,136.02,50.87,299.4,0,529113.2302,181121.7294,-0.14071289830328435,51.5142745764147
396,0,0,0,0,143.64,41.06,306.49,0,529108.4038,181129.3613,-0.14077962061716526,51.51434426398345
397,0,0,0,0,109.26,22.05,271.75,0,529141.2232,181117.986,-0.14031108353210905,51.51423454356323
398,0,0,0,0,116.1,29.83,277.78,0,529137.5369,181125.3169,-0.1403614943951144,51.51430126600209
399,0,0,0,0,122.83,37.44,283.69,0,529133.9617,181132.3206,-0.1404104249719796,51.514365022600565
400,0,0,0,0,127.59,42.67,287.89,0,529131.3712,181137.0394,-0.1404460091768297,51.51440802060478
401,0,0,0,0,149.96,33.89,312.28,0,529104.6356,181135.8652,-0.14083151450708964,51.51440357292132
402,0,0,0,0,157.31,24.32,318.72,0,529101.3147,181145.0202,-0.1408759959770645,51.51448660437159
403,0,0,0,0,165.09,18.32,326.09,0,529095.8101,181150.985,-0.14095309703061673,51.514541464942
404,0,0,0,0,152.18,18.03,309.64,0,529118.2127,181160.6286,-0.14062690000522024,51.514623014369356
405,0,0,0,0,170.22,29.3,332.72,0,529085.4148,181142.8014,-0.14110581611407302,51.51447029438908
406,0,0,0,0,175.0,17.11,337.98,0,529078.8893,181140.3258,-0.14120070939569201,51.51444953644701
407,0,0,0,0,178.68,12.53,342.01,0,529073.7998,181138.0517,-0.14127484600414367,51.514430261482545
408,0,0,0,0,182.95,8.58,346.54,0,529068.3892,181136.2644,-0.14135342931646408,51.51441543448785
409,0,0,0,0,193.28,15.37,354.91,0,529068.0129,181159.1884,-0.14135046347413294,51.51462153164752
410,0,0,0,0,190.93,20.32,352.01,0,529072.3654,181162.1037,-0.1412867071657803,51.51464673715321
411,0,0,0,0,185.92,19.78,346.37,0,529079.2204,181163.7628,-0.1411873663666363,51.51466008230276
412,0,0,0,0,177.96,8.65,337.29,0,529090.178,181166.021,-0.14102871578180573,51.514677874769404
413,0,0,0,0,165.51,8.29,321.21,0,529112.0052,181174.0,-0.14071141465218676,51.5147445965065
414,0,0,0,0,159.13,11.49,315.82,0,529114.5473,181167.135,-0.14067731243954304,51.514682322368266
415,0,0,0,0,174.59,11.63,329.19,0,529107.6639,181182.7991,-0.14077072351600942,51.514824662603374
416,0,0,0,0,184.69,12.22,343.37,0,529086.5127,181172.5274,-0.14107912736102074,51.51473718257807
417,0,0,0,0,190.27,17.1,348.27,0,529083.9915,181178.568,-0.14111323074883705,51.514792043193985
418,0,0,0,0,196.89,23.8,354.17,0,529080.7335,181185.2498,-0.14115771194774873,51.514852834263
419,0,0,0,0,202.19,29.34,358.97,0,529077.9289,181190.2933,-0.1411962621805025,51.5148987989021
420,0,0,0,0,208.52,38.46,364.74,0,529074.4861,181196.1454,-0.14124370885004733,51.5149521758527
421,0,0,0,0,181.7,16.73,335.84,0,529103.1965,181188.4603,-0.1408329970365197,51.514876558082804
422,0,0,0,0,187.27,23.09,340.48,0,529101.3913,181194.684,-0.14085672048581613,51.51493290076772
423,0,0,0,0,194.25,29.17,347.1,0,529096.8294,181200.0128,-0.14092047698487237,51.51498183059657
424,0,0,0,0,200.65,37.03,352.86,0,529093.5923,181205.8702,-0.14096495871371353,51.515035208325834
425,0,0,0,0,208.21,33.3,359.55,0,529090.2146,181213.2089,-0.14101092367304552,51.51510193014095
426,0,0,0,0,215.59,30.69,371.03,0,529071.2156,181203.3219,-0.1412881894419387,51.51501741545054
427,0,0,0,0,220.62,24.84,375.38,0,529069.3243,181208.8835,-0.1413133958602714,51.51506782760256
428,0,0,0,0,229.16,17.47,383.45,0,529063.9017,181215.6753,-0.1413890148144863,51.51513010118588
429,0,0,0,0,214.72,29.16,365.01,0,529088.2815,181220.4193,-0.1410361286298481,51.51516716916977
430,0,0,0,0,244.98,27.2,401.35,0,529043.3182,181215.4826,-0.1416855564613006,51.51513306702658
431,0,0,0,0,244.83,22.0,400.31,0,529046.7155,181219.5286,-0.14163514412751985,51.515168651962924
432,0,0,0,0,244.11,16.98,398.74,0,529050.4381,181222.9229,-0.1415802846733134,51.51519830600111
433,0,0,0,0,240.38,14.56,394.7,0,529054.5783,181222.0381,-0.14152097551950013,51.51518940968968
434,0,0,0,0,237.42,12.7,391.37,0,529058.2902,181221.8024,-0.14146759791087585,51.515186444370556
435,0,0,0,0,236.66,9.73,389.97,0,529061.1204,181223.8542,-0.1414260829800228,51.51520423735292
436,0,0,0,0,233.2,9.5,385.97,0,529065.754,181223.8069,-0.1413593608640513,51.51520275471537
437,0,0,0,0,221.48,21.2,371.54,0,529083.728,181225.4183,-0.14109988531848863,51.515213133171706
438,0,0,0,0,218.54,25.1,367.66,0,529088.855,181226.2085,-0.1410257501620044,51.51521906407846
439,0,0,0,0,215.68,20.53,363.82,0,529093.982,181226.9987,-0.1409516149874467,51.51522499493814
440,0,0,0,0,212.07,15.46,358.93,0,529100.4464,181227.8229,-0.14085820429151838,51.51523092596608
441,0,0,0,0,205.42,10.92,349.06,0,529114.2802,181230.3192,-0.14065803749295003,51.51525020098604
442,0,0,0,0,202.17,13.2,343.98,0,529121.4564,181231.4915,-0.14055424699793423,51.51525909751693
443,0,0,0,0,199.27,10.84,339.8,0,529126.8059,181231.6274,-0.1404771464200804,51.51525909727038
444,0,0,0,0,197.33,9.69,335.97,0,529132.9407,181233.2682,-0.1403881840738309,51.515272441727284
445,0,0,0,0,189.71,8.72,330.14,0,529133.673,181224.7074,-0.14038076979617964,51.51519534114738
446,0,0,0,0,184.04,13.13,325.84,0,529134.2479,181218.2874,-0.14037483907700227,51.515137515240454
447,0,0,0,0,179.15,17.05,321.76,0,529135.711,181213.3749,-0.14035556358708154,51.515093033951246
448,0,0,0,0,174.4,21.53,317.88,0,529136.9683,181208.4571,-0.14033925427365007,51.515048552027444
449,0,0,0,0,168.28,28.05,313.13,0,529138.066,181201.7205,-0.1403259094634938,51.51498776153718
450,0,0,0,0,164.11,24.67,309.72,0,529139.3065,181197.4623,-0.14030960076411123,51.51494921107384
451,0,0,0,0,189.25,7.04,324.15,0,529147.3768,181232.3152,-0.14018060436492588,51.51526058055932
452,0,0,0,0,188.12,14.79,320.16,0,529154.7252,181234.8118,-0.14007384871988734,51.515281338421886
453,0,0,0,0,185.65,22.9,314.22,0,529164.0533,181236.3688,-0.1399389225884921,51.515293200089616
454,0,0,0,0,186.19,21.01,312.58,0,529168.5212,181238.7922,-0.13987368251062376,51.51531395789071
455,0,0,0,0,186.25,19.8,310.79,0,529172.4956,181240.3781,-0.13981585707232116,51.51532730202701
456,0,0,0,0,184.33,17.4,306.96,0,529177.6478,181240.1791,-0.13974172079841196,51.515324336720376
457,0,0,0,0,184.21,18.15,304.27,0,529183.0624,181241.8017,-0.13966313810955142,51.51533768158902
458,0,0,0,0,183.25,18.91,301.45,0,529187.379,181242.0764,-0.1396008638521403,51.51533916408501
459,0,0,0,0,184.19,11.75,299.04,0,529193.6944,181244.7118,-0.139508935654712,51.51536140477933
460,0,0,0,0,182.64,10.99,295.57,0,529198.2377,181244.1673,-0.13944369609730267,51.515355473495646
461,0,0,0,0,184.79,8.59,294.98,0,529202.5859,181247.2477,-0.13937993920148595,51.51538216262673
462,0,0,0,0,181.43,10.47,317.27,0,529150.2401,181224.9634,-0.14014205435173577,51.51519385819039
463,0,0,0,0,176.26,14.37,313.2,0,529151.0986,181219.5406,-0.14013167412117494,51.515144929039316
464,0,0,0,0,171.46,18.7,309.61,0,529151.5413,181214.2721,-0.14012722632882046,51.51509748150118
465,0,0,0,0,166.34,23.77,305.36,0,529153.0086,181209.1948,-0.14010795092962905,51.51505151820616
466,0,0,0,0,161.39,26.06,301.67,0,529153.5584,181203.7641,-0.14010201995105903,51.51500258856274
467,0,0,0,0,152.97,16.67,295.51,0,529154.4145,181194.3814,-0.1400931239294297,51.51491807352233
468,0,0,0,0,157.61,18.29,304.34,0,529141.4288,181190.9166,-0.14028142857184958,51.514889902149996
469,0,0,0,0,151.88,12.9,299.41,0,529143.8303,181185.533,-0.14024880970706116,51.51484097290171
470,0,0,0,0,145.77,7.93,294.16,0,529146.446,181179.8248,-0.1402132245554232,51.514789077642156
471,0,0,0,0,121.09,27.51,261.37,0,529181.2054,181173.1188,-0.13971503260288876,51.51472087335007
472,0,0,0,0,121.55,40.38,258.61,0,529186.8869,181176.398,-0.13963200017571714,51.51474904460221
473,0,0,0,0,122.35,38.26,257.18,0,529190.4289,181178.7979,-0.13958010528405032,51.51476980258506
474,0,0,0,0,120.86,20.1,252.39,0,529197.1978,181179.7949,-0.1394822463176214,51.514777215860185
475,0,0,0,0,147.28,13.76,265.69,0,529205.3976,181209.5366,-0.13935325134400672,51.515042622002504
476,0,0,0,0,152.43,9.36,270.76,0,529202.9099,181214.258,-0.1393873534443228,51.5150856201953
477,0,0,0,0,171.1,13.37,301.06,0,529169.7465,181222.9843,-0.1398618214688415,51.51517161717126
478,0,0,0,0,179.56,13.99,289.8,0,529204.872,181242.3561,-0.13934880294611804,51.51533768095973
479,0,0,0,0,175.41,18.24,285.77,0,529206.5158,181238.4382,-0.13932656145366223,51.5153020963913
480,0,0,0,0,168.18,25.62,278.83,0,529209.2637,181231.5785,-0.13928949459197437,51.51523982247565
481,0,0,0,0,164.53,20.06,275.14,0,529210.9978,181228.1578,-0.1392657704821814,51.51520868544777
482,1,0,1,0,143.83,15.79,271.84,1,529189.8504,181201.5518,-0.13958010599907184,51.51497441716487
483,0,0,0,0,159.52,20.71,270.18,0,529213.1769,181223.4285,-0.13923611617000922,51.51516568674202
484,0,0,0,0,150.96,13.64,262.81,0,529215.0367,181215.0613,-0.1392123932197367,51.51509006829256
485,0,0,0,0,146.78,9.79,258.42,0,529217.2977,181211.159,-0.13918125652164323,51.515054482855746
486,0,0,0,0,146.55,15.02,261.63,0,529211.5618,181210.0233,-0.1392642883171178,51.51504558734492
487,0,0,0,0,127.93,14.57,240.51,0,529224.45,181193.0271,-0.13908488079824727,51.514889902589964
488,0,0,0,0,130.66,11.57,239.82,0,529228.4896,181196.0996,-0.13902557209211394,51.514916591061436
489,0,0,0,0,125.34,16.96,235.21,0,529229.7554,181190.8521,-0.13900926247033765,51.51486914410935
490,0,0,0,0,155.03,25.45,267.76,0,529227.7604,181232.8738,-0.1390226056275196,51.515247236198846
491,0,0,0,0,150.66,21.53,263.62,0,529229.3054,181228.7883,-0.1390018488718584,51.51521016798011
492,0,0,0,0,147.49,18.85,260.58,0,529230.5126,181225.8492,-0.1389855376909157,51.51518347930265
493,0,0,0,0,143.17,15.71,256.33,0,529232.4649,181221.9391,-0.13895885027273538,51.515147894260586
494,0,0,0,0,173.01,14.05,269.78,0,529260.4755,181257.9593,-0.13854220792227823,51.5154651945288
495,0,0,0,0,173.31,17.74,273.04,0,529253.2827,181257.4464,-0.13864599675784992,51.515462229406594
496,0,0,0,0,171.86,22.03,273.49,0,529249.1151,181255.3605,-0.13870678860496435,51.51544443666615
497,0,0,0,0,172.54,25.47,275.92,0,529244.4857,181255.2427,-0.1387735109349157,51.51544443615271
498,0,0,0,0,171.86,30.76,277.41,0,529239.1781,181253.4579,-0.1388506123033923,51.51542960978832
499,0,0,0,0,172.48,44.88,280.98,0,529231.0804,181252.097,-0.1389677453048635,51.51541923047996
500,0,0,0,0,171.1,41.37,282.11,0,529224.7818,181248.802,-0.13905967348599774,51.51539105875132
501,0,0,0,0,180.81,22.8,282.68,0,529219.9192,181245.7086,-0.13913084444448542,51.515364370518654
502,0,0,0,0,75.71,20.83,199.34,0,529245.0891,181154.6144,-0.13880168187716205,51.51453998257696
503,0,0,0,0,68.02,14.21,192.4,0,529248.2528,181147.6003,-0.13875868407309083,51.51447622592056
504,0,0,0,0,79.59,20.68,196.93,0,529240.5916,181145.2606,-0.13886988621294521,51.51445695074131
505,0,0,0,0,76.11,25.0,198.68,0,529235.8402,181141.8399,-0.1389395740679485,51.514427295847675
506,0,0,0,0,40.24,11.99,160.89,0,529270.9461,181125.5739,-0.13843989999290482,51.51427309420966
507,0,0,0,0,40.87,11.13,166.56,0,529262.7452,181124.2104,-0.13855851744948317,51.514262715505126
508,0,0,0,0,40.09,17.8,170.11,0,529255.2413,181119.7298,-0.13866823782649576,51.51422416494381
509,0,0,0,0,52.32,24.6,175.28,0,529247.3826,181117.055,-0.13878240673297665,51.51420192354229
510,0,0,0,0,47.87,33.76,178.67,0,529241.298,181113.4355,-0.13887136916960896,51.51417078683879
511,0,0,0,0,44.27,24.96,182.08,0,529235.5178,181109.9887,-0.13895588395550823,51.514141132502935
512,0,0,0,0,73.55,26.96,202.39,0,529229.2244,181138.8669,-0.13903595097663654,51.51440209032096
513,0,0,0,0,70.0,12.8,211.31,0,529214.2691,181131.887,-0.13925390969360563,51.5143427815464
514,0,0,0,0,41.68,18.67,186.02,0,529229.4248,181106.699,-0.13904484635195768,51.51411296139708
515,0,0,0,0,69.24,9.29,214.53,0,529208.8879,181128.9454,-0.13933249273189882,51.51431757584888
516,0,0,0,0,40.28,12.98,190.21,0,529223.3275,181103.5741,-0.13913381021687793,51.51408627221265
